symbol,date,open,high,low,close,volume
LICN,2024-12-30,1393.12,1401.55,1385.28,1398.24,11168
LICN,2024-12-31,1409.72,1429.52,1402.69,1410.62,8143
LICN,2025-01-01,1372.77,1377.3,1364.09,1371.26,12606
LICN,2025-01-02,1389.5,1392.52,1359.63,1383.19,9248
LICN,2025-01-03,1361.98,1372.33,1358.45,1365.23,8955
LICN,2025-01-06,1390.36,1412.91,1375.96,1393.53,13679
LICN,2025-01-07,1420.33,1439.78,1395.58,1426.53,7281
LICN,2025-01-08,1460.1,1465.02,1441.18,1454.19,10403
LICN,2025-01-09,1438.74,1464.42,1413.38,1440.94,12667
LICN,2025-01-10,1446.61,1461.83,1436.95,1439.94,7188
LICN,2025-01-13,1448.62,1457.65,1440.54,1449.79,15512
LICN,2025-01-14,1419.68,1440.4,1398.91,1423.15,11785
LICN,2025-01-15,1431.9,1457.52,1420.94,1432.42,9851
LICN,2025-01-16,1417.44,1428.01,1397.36,1422.93,8968
LICN,2025-01-17,1438.35,1453.51,1420.27,1433.32,7748
LICN,2025-01-20,1456.91,1476.27,1427.23,1451.69,13062
LICN,2025-01-21,1447.93,1451.39,1432.52,1447.3,11062
LICN,2025-01-22,1447.45,1477.11,1442.31,1452.31,12714
LICN,2025-01-23,1449.45,1461.6,1439.4,1450.0,11607
PICL,2024-12-13,667.16,673.87,654.22,664.4,18044
PICL,2024-12-16,671.3,675.59,667.04,669.33,20668
PICL,2024-12-17,660.6,673.81,650.29,662.08,11881
PICL,2024-12-18,646.74,659.3,642.29,648.79,11258
PICL,2024-12-19,654.96,662.87,644.1,655.36,20372
PICL,2024-12-20,651.46,657.71,648.48,649.49,14573
PICL,2024-12-23,665.45,673.67,657.46,662.24,11431
PICL,2024-12-24,665.2,670.7,652.57,662.67,9517
PICL,2024-12-25,655.34,661.87,651.17,654.95,20470
PICL,2024-12-26,656.87,668.51,647.14,659.65,20070
PICL,2024-12-27,669.13,675.95,663.05,667.0,13283
PICL,2024-12-30,665.75,675.91,658.96,665.94,13825
PICL,2024-12-31,642.57,652.3,634.67,642.61,11528
PICL,2025-01-01,646.66,656.39,634.78,645.29,12353
PICL,2025-01-02,644.88,651.67,638.21,647.19,18705
PICL,2025-01-03,642.65,650.08,633.97,641.68,19861
PICL,2025-01-06,655.09,666.84,650.36,655.28,10935
PICL,2025-01-07,660.06,664.37,654.73,658.9,10229
PICL,2025-01-08,660.08,672.53,650.75,662.23,19806
PICL,2025-01-09,659.53,668.87,655.44,660.99,15757
PICL,2025-01-10,648.36,652.63,637.06,649.63,13153
PICL,2025-01-13,650.97,662.0,647.9,649.97,18920
PICL,2025-01-14,660.72,668.85,649.88,658.82,20681
PICL,2025-01-15,665.13,672.13,653.3,664.0,14939
PICL,2025-01-16,671.52,682.33,665.67,671.78,14107
PICL,2025-01-17,681.63,683.59,671.06,678.4,9884
PICL,2025-01-20,670.31,681.44,659.86,668.71,20072
PICL,2025-01-21,670.13,682.59,666.66,671.52,19405
PICL,2025-01-22,675.54,690.6,671.73,678.81,13163
PICL,2025-01-23,682.24,686.19,677.85,680.0,10765
SLICL,2024-12-13,1092.39,1101.72,1079.76,1088.12,10829
SLICL,2024-12-16,1073.56,1087.46,1057.6,1072.58,9896
SLICL,2024-12-17,1063.94,1076.21,1053.61,1068.16,10993
SLICL,2024-12-18,1099.32,1111.64,1088.53,1094.39,9849
SLICL,2024-12-19,1106.76,1109.2,1090.16,1105.28,8716
SLICL,2024-12-20,1098.24,1100.49,1081.09,1098.54,8050
SLICL,2024-12-23,1143.09,1150.67,1126.56,1137.72,7417
SLICL,2024-12-24,1127.69,1134.2,1110.13,1126.44,9929
SLICL,2024-12-25,1120.57,1127.4,1104.57,1126.13,6167
SLICL,2024-12-26,1117.24,1129.21,1112.37,1121.63,10364
SLICL,2024-12-27,1111.0,1117.65,1108.46,1110.86,8992
SLICL,2024-12-30,1105.32,1122.65,1087.56,1109.9,8586
SLICL,2024-12-31,1124.75,1142.59,1113.86,1124.67,11385
SLICL,2025-01-01,1116.87,1120.48,1096.58,1111.39,8973
SLICL,2025-01-02,1111.81,1121.57,1108.95,1112.68,11478
SLICL,2025-01-03,1118.39,1125.39,1112.72,1117.18,13367
SLICL,2025-01-06,1124.43,1125.58,1112.78,1120.83,6280
SLICL,2025-01-07,1097.77,1102.65,1089.28,1100.44,11262
SLICL,2025-01-08,1085.98,1098.39,1074.86,1090.19,8773
SLICL,2025-01-09,1102.39,1115.57,1096.62,1106.58,6436
SLICL,2025-01-10,1118.31,1130.92,1116.08,1123.02,11121
SLICL,2025-01-13,1149.63,1157.85,1138.51,1147.58,5959
SLICL,2025-01-14,1140.47,1159.32,1130.28,1138.92,12729
SLICL,2025-01-15,1147.95,1151.45,1142.34,1145.38,6400
SLICL,2025-01-16,1148.33,1152.25,1127.51,1147.94,9188
SLICL,2025-01-17,1152.73,1165.8,1143.29,1155.1,6222
SLICL,2025-01-20,1156.15,1172.71,1142.08,1160.53,11596
SLICL,2025-01-21,1139.44,1156.96,1130.62,1137.71,9250
SLICL,2025-01-22,1136.94,1143.4,1120.46,1134.98,12065
SLICL,2025-01-23,1119.4,1136.32,1114.9,1120.0,12603
NLICL,2024-12-13,825.76,840.12,816.24,825.71,8458
NLICL,2024-12-16,828.21,838.43,815.56,832.11,8290
NLICL,2024-12-17,831.67,838.98,818.7,829.55,17688
NLICL,2024-12-18,836.16,853.86,825.57,839.38,17563
NLICL,2024-12-19,839.1,851.73,837.17,838.24,11131
NLICL,2024-12-20,844.06,850.49,830.56,840.18,11688
NLICL,2024-12-23,848.26,851.33,840.63,847.91,13847
NLICL,2024-12-24,864.67,877.79,853.34,862.41,11281
NLICL,2024-12-25,845.63,851.32,831.24,847.67,11711
NLICL,2024-12-26,837.7,854.26,830.56,839.63,11762
NLICL,2024-12-27,850.23,853.09,840.66,849.54,14753
NLICL,2024-12-30,868.73,875.63,867.77,868.83,17476
NLICL,2024-12-31,873.84,883.17,866.27,872.77,10198
NLICL,2025-01-01,879.55,881.94,870.83,880.47,13861
NLICL,2025-01-02,865.31,882.76,863.11,867.67,15781
NLICL,2025-01-03,856.21,869.73,842.42,855.93,16514
